<big class="word">prospectus</big>	<small class="ipa">prəˈspɛktəs</small>	Someone recently showed me the annual <b>prospectus</b> of a large spiritual organization. 	A printed booklet advertising a school or university to potential parents or students or giving details of a share offer for the benefit of investors.
<big class="word">smorgasbord</big>	<small class="ipa">ˈsmɔːɡəsbɔːd</small>	It reminded me of a <b>smorgasbord</b>, one of those Scandinavian buffets where you can take your pick from a huge variety of enticing dishes. 	A range of open sandwiches and delicacies served as hors d'oeuvres or a buffet.
<big class="word">lofty</big>	<small class="ipa">ˈlɒfti</small>	But as seen from WeWork's recent troubles, <b>lofty</b> sentiments do not work with investors concerned about the bottom line. 	Of imposing height.
<big class="word">dinghy</big>	<small class="ipa">ˈdɪŋɡi</small>	It is not immediately clear what caused the bridge - completed in 1998 and spanned a small fishing port - to collapse.PHOTO: EPA-EFE Rescuers at the scene of the collapsed Nanfangao Bridge in Yilan County, north-eastern Taiwan, yesterday, as some of them in a rubber <b>dinghy</b> take a closer look at one of the fishing vessels that remained stuck under the collapsed structure (above). 	A small boat for recreation or racing, especially an open boat with a mast and sails.
<big class="word">calved</big>	<small class="ipa">kɑːvd</small>	The 1,636-sq km table iceberg "<b>calved</b>" from the Amery Ice Shelf, the third-largest on the ice continent, located between Australia's Davis and Mawson research stations, on Sept 26. 	Error: Definition not found
<big class="word">faux pas</big>	<small class="ipa">Error: Page not found</small>	Duterte's 'unkempt' look on state visit sparks criticism At his meeting on Wednesday in Moscow with Russian Prime Minister Dmitry Medvedev, Philippine President Rodrigo Duterte wore a dark grey suit that seemed to have been taken off a mall rack, a shirt with unbuttoned collar that needed ironing and a loose tie that looked pre-knotted.PHOTO: EPA-EFE Published 2 hours ago Russians joke about Filipino leader's fashion <b>faux pas</b>, while Filipinos call it embarrassing Russians took jabs at Philippine President Rodrigo Duterte for looking shabby in a formal meeting with Russian Prime Minister Dmitry Medvedev on Wednesday. 	Error: Page not found
<big class="word">kibitzers</big>	<small class="ipa">ˈkɪbɪtsə</small>	Mr Duterte's spokesman Salva-dor Panelo defended his boss' dressing, saying: "What those <b>kibitzers</b> refer to is the way he wore his tie. 	Error: Definition not found
<big class="word">noxious</big>	<small class="ipa">ˈnɒkʃəs</small>	WASHINGTON • Lung biopsies from 17 people affected by a US outbreak of a severe pulmonary disease linked to vaping have revealed the injuries are consistent with exposure to <b>noxious</b> chemical fumes, scientists have reported. 	Harmful, poisonous, or very unpleasant.
<big class="word">brandished</big>	<small class="ipa">ˈbrandɪʃ</small>	15 years' preventive detention for man in checkpoint crash Published 2 hours ago Repeat offender <b>brandished</b> sickle at officers after crashing stolen vehicle through barrier A repeat offender who crashed a stolen car through a barrier at Woodlands Checkpoint, then <b>brandished</b> a sickle at law enforcement officers, was yesterday sentenced to 15 years' preventive detention and the maximum 24 strokes of the cane. 	Wave or flourish (something, especially a weapon) as a threat or in anger or excitement.
<big class="word">garrison</big>	<small class="ipa">ˈɡarɪs(ə)n</small>	While the Chinese military maintains a <b>garrison</b> in the city, the troops cannot act unless help is requested by the Hong Kong government. 	A group of troops stationed in a fortress or town to defend it.
<big class="word">an</big>	<small class="ipa">an</small>	She supports the government while her sons back the pro-democracy movement. https://str.sg/JJtP VIDEO Silent mentors Over the past 10 months, <b>an</b> ST team documented the journey of medical cadavers at the National University of Singapore's Yong Loo Lin School of Medicine. 	The form of the indefinite article used before words beginning with a vowel sound.
<big class="word">cadavers</big>	<small class="ipa">kəˈdɑːvə</small>	She supports the government while her sons back the pro-democracy movement. https://str.sg/JJtP VIDEO Silent mentors Over the past 10 months, an ST team documented the journey of medical <b>cadavers</b> at the National University of Singapore's Yong Loo Lin School of Medicine. 	A corpse.
<big class="word">charlatans</big>	<small class="ipa">ˈʃɑːlət(ə)n</small>	Shanmugam agreed that it was important for students to know their rights and responsibilities.ST PHOTO: KUA CHEE SIONG Published 1 hour ago Knowing how to identify <b>charlatans</b> is important for young people in order for them to act responsibly and legally when pursuing political and social causes, Home Affairs Minister K. 	A person falsely claiming to have a special knowledge or skill.
<big class="word">Dignity</big>	<small class="ipa">ˈdɪɡnɪti</small>	charge Bangkok set for awesome display of royal homage Malay leaders embrace Mahathir, shutting out Anwar 1 hour ago Malaysian PM's appearance at Malay event may win over ethnic hardliners but at a cost Prime Minister Mahathir Mohamad's headline-grabbing appearance at the Malay <b>Dignity</b> Congress (MDC) on Sunday could help stem ebbing support for Malaysia's ruling coalition from ethnic hardliners in the country's majority community. 	The state or quality of being worthy of honour or respect.
<big class="word">ebbing</big>	<small class="ipa">ɛb</small>	charge Bangkok set for awesome display of royal homage Malay leaders embrace Mahathir, shutting out Anwar 1 hour ago Malaysian PM's appearance at Malay event may win over ethnic hardliners but at a cost Prime Minister Mahathir Mohamad's headline-grabbing appearance at the Malay Dignity Congress (MDC) on Sunday could help stem <b>ebbing</b> support for Malaysia's ruling coalition from ethnic hardliners in the country's majority community. 	The movement of the tide out to sea.
<big class="word">ingenious</big>	<small class="ipa">ɪnˈdʒiːnɪəs</small>	In an e-mail to employees, inventor James Dyson, who heads the firm, said its engineers had developed a "fantastic electric car" and "have been <b>ingenious</b> in their approach". 	(of a person) clever, original, and inventive.
<big class="word">carnage</big>	<small class="ipa">ˈkɑːnɪdʒ</small>	PHOTO: EPA-EFE Published 1 hour ago At least 30 people have been killed and 177 injured after Typhoon Hagibis battered Japan, leaving a trail of <b>carnage</b> in its wake. 	The killing of a large number of people.
<big class="word">levees</big>	<small class="ipa">ˈlɛvi</small>	Rapid rise in water levels catches many by surprise Published 1 hour ago TOKYO • Japan awoke yesterday to flooded rivers and burst <b>levees</b>, forcing rescue helicopters to winch stranded residents from roofs and balconies in several locations in the wake of Typhoon Hagibis, the country's largest storm in decades. 	An embankment built to prevent the overflow of a river.
<big class="word">corralled</big>	<small class="ipa">Error: Page not found</small>	Additional reporting by Dami Shin North Korea may be hiding African swine fever disaster Pigs being <b>corralled</b> last month at a South Korean farm near the North Korean border where African swine fever was detected.PHOTO: AGENCE FRANCE-PRESSE Published 1 hour ago SEOUL • By official accounts, the pig contagion wreaking havoc across Eastern Asia has virtually skipped over North Korea, with a single outbreak reported there in May. 	Error: Page not found
<big class="word">fauna</big>	<small class="ipa">ˈfɔːnə</small>	The finding reflects the freedom with which animals roam the 4km-wide buffer zone that divides the nations and creates an involuntary park and refuge for <b>fauna</b>. 	The animals of a particular region, habitat, or geological period.
<big class="word">psychosis</big>	<small class="ipa">sʌɪˈkəʊsɪs</small>	PHOTOS: LIANHE WANBAO FILE, ONG WEE JIN Published 1 hour ago The driver of a Mercedes-Benz that barrelled down the Ayer Rajah Expressway (AYE) against the flow of traffic nearly three years ago, leaving one dead and four injured, was suffering from acute <b>psychosis</b> at the time, the High Court heard yesterday. 	A severe mental disorder in which thought and emotions are so impaired that contact is lost with external reality.
<big class="word">Catalan</big>	<small class="ipa">ˈkatəlan</small>	REUTERS SEE OPINION World Briefs: Long prison terms for <b>Catalan</b> separatists Published 1 hour ago Long prison terms for <b>Catalan</b> separatists MADRID/BARCELONA • <b>Catalan</b> separatists who tried to break away from Spain in 2017 were handed long prison sentences by the Supreme Court in Madrid yesterday in an unprecedented ruling that marks a watershed in ties with the troubled region. 	A native of Catalonia in Spain.
